graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
11.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 1, 1, 1, 1, 1, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 1, 0, 0, 0]]",22.0,5.0,Y,"{0: 62, 1: 57, 2: 42, 3: 27, 4: 52, 5: 47, 6: 32, 7: 22, 8: 37}",Y,"{0: 62, 1: 57, 2: 42, 3: 27, 4: 52, 5: 47, 6: 32, 7: 22, 8: 37}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 6, (0, 6): 32, (0, 7): 21, (1, 2): 12, (1, 4): 45, (2, 4): 4, (2, 5): 1, (2, 7): 1, (2, 8): 23, (3, 5): 26, (4, 5): 1, (4, 8): 1, (5, 8): 13}",500.9174346923828,16.0,9.0,32.0
15.0,Graph with 9 nodes and 17 edges,"[[0, 0, 0, 1, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0], [1, 1, 0, 0, 1, 0, 1, 0, 1], [1, 1, 1, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1, 1, 0]]",16.0,9.0,Y,"{0: 61, 1: 34, 2: 25, 3: 70, 4: 79, 5: 88, 6: 43, 7: 52, 8: 16}",Y,"{0: 61, 1: 34, 2: 25, 3: 70, 4: 79, 5: 88, 6: 43, 7: 52, 8: 16}","{(0, 3): 60, (0, 4): 1, (1, 3): 7, (1, 4): 1, (1, 5): 25, (1, 7): 1, (2, 4): 1, (2, 7): 24, (3, 4): 1, (3, 6): 1, (3, 8): 1, (4, 5): 63, (4, 6): 11, (4, 7): 1, (6, 7): 21, (6, 8): 10, (7, 8): 5}",514.984130859375,17.0,9.0,34.0
16.0,Graph with 9 nodes and 20 edges,"[[0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 0, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0], [1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0]]",12.0,2.0,Y,"{0: 14, 1: 16, 2: 18, 3: 20, 4: 22, 5: 24, 6: 26, 7: 28, 8: 12}",Y,"{0: 14, 1: 16, 2: 18, 3: 20, 4: 22, 5: 24, 6: 26, 7: 28, 8: 12}","{(0, 4): 8, (0, 5): 1, (0, 6): 3, (0, 7): 1, (0, 8): 1, (1, 2): 4, (1, 5): 1, (1, 7): 5, (1, 8): 6, (2, 3): 10, (2, 5): 3, (2, 6): 1, (3, 6): 3, (3, 7): 4, (3, 8): 3, (4, 5): 14, (5, 6): 2, (5, 7): 1, (5, 8): 2, (6, 7): 17}",44.10743713378906,20.0,9.0,40.0
16.0,Graph with 9 nodes and 20 edges,"[[0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 0, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0], [1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0]]",20.0,1.0,Y,"{0: 21, 1: 22, 2: 23, 3: 24, 4: 25, 5: 26, 6: 27, 7: 28, 8: 20}",Y,"{0: 21, 1: 22, 2: 23, 3: 24, 4: 25, 5: 26, 6: 27, 7: 28, 8: 20}","{(0, 4): 5, (0, 5): 1, (0, 6): 1, (0, 7): 13, (0, 8): 1, (1, 2): 1, (1, 5): 1, (1, 7): 3, (1, 8): 17, (2, 3): 5, (2, 5): 1, (2, 6): 16, (3, 6): 8, (3, 7): 10, (3, 8): 1, (4, 5): 20, (5, 6): 1, (5, 7): 1, (5, 8): 1, (6, 7): 1}",568.8667297363281,20.0,9.0,40.0
16.0,Graph with 9 nodes and 20 edges,"[[0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 0, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0], [1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0]]",24.0,6.0,Y,"{0: 24, 1: 60, 2: 54, 3: 72, 4: 48, 5: 36, 6: 42, 7: 30, 8: 66}",Y,"{0: 24, 1: 60, 2: 54, 3: 72, 4: 48, 5: 36, 6: 42, 7: 30, 8: 66}","{(0, 4): 20, (0, 5): 1, (0, 6): 1, (0, 7): 1, (0, 8): 1, (1, 2): 1, (1, 5): 1, (1, 7): 1, (1, 8): 57, (2, 3): 50, (2, 5): 1, (2, 6): 2, (3, 6): 14, (3, 7): 1, (3, 8): 7, (4, 5): 28, (5, 6): 1, (5, 7): 3, (5, 8): 1, (6, 7): 24}",339.0312194824219,20.0,9.0,40.0
18.0,Graph with 9 nodes and 14 edges,"[[0, 0, 0, 1, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 1, 0]]",22.0,8.0,Y,"{0: 30, 1: 38, 2: 46, 3: 54, 4: 62, 5: 70, 6: 78, 7: 22, 8: 86}",Y,"{0: 30, 1: 38, 2: 46, 3: 54, 4: 62, 5: 70, 6: 78, 7: 22, 8: 86}","{(0, 3): 9, (0, 8): 21, (1, 3): 1, (1, 6): 16, (1, 8): 21, (2, 5): 26, (2, 8): 20, (3, 5): 43, (3, 7): 1, (4, 6): 61, (4, 8): 1, (5, 8): 1, (6, 8): 1, (7, 8): 21}",458.9557647705078,14.0,9.0,28.0
21.0,Graph with 9 nodes and 19 edges,"[[0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 0, 1, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 1, 0], [1, 0, 1, 0, 1, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1, 0, 1, 0]]",2.0,5.0,Y,"{0: 7, 1: 2, 2: 42, 3: 37, 4: 32, 5: 27, 6: 22, 7: 17, 8: 12}",Y,"{0: 7, 1: 2, 2: 42, 3: 37, 4: 32, 5: 27, 6: 22, 7: 17, 8: 12}","{(0, 3): 1, (0, 6): 1, (0, 7): 5, (1, 3): 2, (2, 3): 16, (2, 5): 24, (2, 7): 1, (2, 8): 1, (3, 4): 9, (3, 6): 1, (3, 8): 8, (4, 5): 1, (4, 6): 16, (4, 7): 5, (4, 8): 1, (5, 7): 1, (5, 8): 1, (6, 7): 4, (7, 8): 1}",30.040740966796875,19.0,9.0,38.0
23.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 0, 0, 1, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0, 0, 1], [0, 0, 1, 0, 1, 0, 1, 1, 0]]",18.0,8.0,Y,"{0: 26, 1: 34, 2: 42, 3: 18, 4: 50, 5: 58, 6: 66, 7: 74, 8: 82}",Y,"{0: 26, 1: 34, 2: 42, 3: 18, 4: 50, 5: 58, 6: 66, 7: 74, 8: 82}","{(0, 2): 1, (0, 5): 24, (0, 7): 1, (1, 3): 18, (1, 5): 2, (1, 6): 1, (1, 7): 13, (2, 4): 38, (2, 6): 1, (2, 7): 1, (2, 8): 1, (4, 7): 11, (4, 8): 1, (5, 7): 32, (6, 8): 64, (7, 8): 16}",389.09912109375,16.0,9.0,32.0
24.0,Graph with 9 nodes and 21 edges,"[[0, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0], [1, 0, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 1, 1, 0, 0]]",14.0,1.0,Y,"{0: 15, 1: 21, 2: 20, 3: 14, 4: 19, 5: 22, 6: 16, 7: 17, 8: 18}",Y,"{0: 15, 1: 21, 2: 20, 3: 14, 4: 19, 5: 22, 6: 16, 7: 17, 8: 18}","{(0, 1): 1, (0, 2): 10, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 2): 9, (1, 3): 1, (1, 6): 1, (1, 7): 8, (1, 8): 1, (2, 3): 1, (3, 4): 10, (3, 6): 1, (3, 8): 1, (4, 5): 1, (4, 6): 7, (5, 6): 1, (5, 7): 8, (5, 8): 11, (6, 8): 5}",37.90855407714844,21.0,9.0,42.0
24.0,Graph with 9 nodes and 21 edges,"[[0, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0], [1, 0, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 1, 1, 0, 0]]",24.0,5.0,Y,"{0: 64, 1: 54, 2: 29, 3: 39, 4: 24, 5: 59, 6: 34, 7: 49, 8: 44}",Y,"{0: 64, 1: 54, 2: 29, 3: 39, 4: 24, 5: 59, 6: 34, 7: 49, 8: 44}","{(0, 1): 29, (0, 2): 1, (0, 4): 21, (0, 5): 10, (0, 6): 1, (0, 7): 2, (1, 2): 1, (1, 3): 9, (1, 6): 1, (1, 7): 1, (1, 8): 13, (2, 3): 27, (3, 4): 1, (3, 6): 1, (3, 8): 1, (4, 5): 1, (4, 6): 1, (5, 6): 1, (5, 7): 46, (5, 8): 1, (6, 8): 29}",391.96014404296875,21.0,9.0,42.0
27.0,Graph with 9 nodes and 20 edges,"[[0, 1, 0, 1, 1, 1, 0, 1, 1], [1, 0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 1, 1, 1, 1, 1], [1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 1], [0, 0, 1, 1, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0]]",28.0,8.0,Y,"{0: 92, 1: 60, 2: 36, 3: 84, 4: 44, 5: 76, 6: 68, 7: 52, 8: 28}",Y,"{0: 92, 1: 60, 2: 36, 3: 84, 4: 44, 5: 76, 6: 68, 7: 52, 8: 28}","{(0, 1): 17, (0, 3): 41, (0, 4): 1, (0, 5): 1, (0, 7): 31, (0, 8): 1, (1, 3): 1, (1, 4): 40, (1, 5): 1, (1, 8): 1, (2, 6): 36, (3, 4): 1, (3, 5): 18, (3, 6): 1, (3, 7): 21, (3, 8): 1, (4, 5): 1, (4, 6): 1, (5, 6): 30, (5, 8): 25}",848.0548858642578,20.0,9.0,40.0
30.0,Graph with 9 nodes and 19 edges,"[[0, 0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 1, 1, 1, 1, 0, 0, 0], [0, 0, 1, 0, 0, 1, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0, 0]]",10.0,7.0,Y,"{0: 31, 1: 24, 2: 17, 3: 59, 4: 10, 5: 52, 6: 38, 7: 45, 8: 66}",Y,"{0: 31, 1: 24, 2: 17, 3: 59, 4: 10, 5: 52, 6: 38, 7: 45, 8: 66}","{(0, 2): 12, (0, 3): 1, (0, 8): 18, (1, 4): 1, (1, 6): 11, (1, 8): 12, (2, 3): 1, (2, 4): 1, (2, 6): 1, (2, 7): 1, (2, 8): 1, (3, 5): 6, (3, 6): 18, (3, 8): 33, (4, 6): 7, (4, 8): 1, (5, 6): 1, (5, 7): 44, (5, 8): 1}",23.126602172851562,19.0,9.0,38.0
31.0,Graph with 9 nodes and 20 edges,"[[0, 0, 1, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 1, 0, 1, 1, 0], [1, 1, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0]]",12.0,9.0,Y,"{0: 21, 1: 30, 2: 39, 3: 48, 4: 57, 5: 66, 6: 75, 7: 84, 8: 12}",Y,"{0: 21, 1: 30, 2: 39, 3: 48, 4: 57, 5: 66, 6: 75, 7: 84, 8: 12}","{(0, 2): 1, (0, 3): 17, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 4): 21, (1, 5): 1, (1, 7): 8, (2, 6): 38, (3, 4): 1, (3, 6): 7, (3, 7): 23, (4, 5): 24, (4, 6): 1, (4, 7): 9, (5, 6): 7, (5, 7): 23, (5, 8): 11, (6, 7): 20, (6, 8): 1}",75.10185241699219,20.0,9.0,40.0
