graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
11.0,Graph with 9 nodes and 18 edges,"[[0, 0, 1, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1, 0]]",2.0,4.0,Y,"{0: 6, 1: 34, 2: 26, 3: 2, 4: 10, 5: 30, 6: 22, 7: 14, 8: 18}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 6): 2, (0, 7): 1, (1, 4): 1, (1, 5): 16, (1, 6): 16, (1, 7): 1, (2, 4): 1, (2, 5): 13, (2, 7): 3, (2, 8): 8, (3, 4): 1, (4, 5): 1, (4, 6): 4, (4, 8): 1, (7, 8): 9}",1414.9999999997221
11.0,Graph with 9 nodes and 18 edges,"[[0, 0, 1, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1, 0]]",3.0,2.0,Y,"{0: 5, 1: 19, 2: 17, 3: 3, 4: 13, 5: 11, 6: 15, 7: 9, 8: 7}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 4): 2, (1, 5): 2, (1, 6): 13, (1, 7): 1, (2, 4): 1, (2, 5): 7, (2, 7): 6, (2, 8): 1, (3, 4): 2, (4, 5): 1, (4, 6): 1, (4, 8): 4, (7, 8): 1}",1376.000000000488
11.0,Graph with 9 nodes and 18 edges,"[[0, 0, 1, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1, 0]]",4.0,3.0,Y,"{0: 22, 1: 7, 2: 25, 3: 13, 4: 28, 5: 19, 6: 4, 7: 16, 8: 10}","{(0, 2): 5, (0, 3): 1, (0, 4): 11, (0, 6): 1, (0, 7): 4, (1, 4): 1, (1, 5): 1, (1, 6): 2, (1, 7): 3, (2, 4): 1, (2, 5): 17, (2, 7): 1, (2, 8): 1, (3, 4): 12, (4, 5): 1, (4, 6): 1, (4, 8): 1, (7, 8): 8}",1445.0000000003627
13.0,Graph with 9 nodes and 21 edges,"[[0, 0, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 1, 1, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 1, 0, 0], [0, 1, 0, 0, 0, 1, 1, 0, 0]]",4.0,7.0,Y,"{0: 18, 1: 53, 2: 46, 3: 32, 4: 39, 5: 25, 6: 11, 7: 4, 8: 60}","{(0, 2): 1, (0, 3): 1, (0, 4): 9, (0, 6): 7, (1, 2): 2, (1, 5): 1, (1, 8): 50, (2, 3): 15, (2, 4): 21, (2, 5): 6, (2, 6): 1, (3, 4): 7, (3, 5): 7, (3, 6): 1, (3, 7): 1, (4, 5): 1, (4, 7): 1, (5, 7): 1, (5, 8): 9, (6, 7): 1, (6, 8): 1}",813.9999999983161
13.0,Graph with 9 nodes and 21 edges,"[[0, 0, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 1, 0, 1, 0, 1, 0], [0, 1, 1, 1, 1, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 1, 0, 0], [0, 1, 0, 0, 0, 1, 1, 0, 0]]",4.0,8.0,Y,"{0: 4, 1: 28, 2: 44, 3: 60, 4: 52, 5: 36, 6: 68, 7: 20, 8: 12}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 6): 1, (1, 2): 1, (1, 5): 26, (1, 8): 1, (2, 3): 1, (2, 4): 1, (2, 5): 6, (2, 6): 34, (3, 4): 48, (3, 5): 1, (3, 6): 7, (3, 7): 2, (4, 5): 1, (4, 7): 1, (5, 7): 1, (5, 8): 1, (6, 7): 16, (6, 8): 10}",1660.9999999985803
14.0,Graph with 9 nodes and 21 edges,"[[0, 1, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 1, 0, 0, 0, 1, 0]]",3.0,2.0,Y,"{0: 3, 1: 7, 2: 5, 3: 19, 4: 17, 5: 15, 6: 13, 7: 11, 8: 9}","{(0, 1): 1, (0, 6): 1, (0, 7): 1, (1, 2): 1, (1, 3): 1, (1, 4): 1, (1, 6): 1, (1, 7): 1, (1, 8): 1, (2, 3): 1, (2, 6): 1, (2, 7): 1, (2, 8): 1, (3, 4): 10, (3, 5): 1, (3, 8): 6, (4, 5): 6, (5, 6): 5, (5, 7): 2, (6, 7): 4, (7, 8): 1}",1557.000000001807
14.0,Graph with 9 nodes and 21 edges,"[[0, 1, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 1, 0, 0, 0, 1, 0]]",4.0,9.0,Y,"{0: 4, 1: 13, 2: 76, 3: 67, 4: 58, 5: 40, 6: 31, 7: 22, 8: 49}","{(0, 1): 1, (0, 6): 2, (0, 7): 1, (1, 2): 1, (1, 3): 1, (1, 4): 7, (1, 6): 1, (1, 7): 1, (1, 8): 1, (2, 3): 34, (2, 6): 26, (2, 7): 1, (2, 8): 14, (3, 4): 14, (3, 5): 1, (3, 8): 17, (4, 5): 37, (5, 6): 1, (5, 7): 1, (6, 7): 1, (7, 8): 17}",1428.9999999981262
15.0,Graph with 9 nodes and 21 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 1, 1, 1, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 1, 1, 1, 1, 1, 0, 1, 0]]",3.0,4.0,Y,"{0: 7, 1: 35, 2: 31, 3: 27, 4: 19, 5: 15, 6: 3, 7: 11, 8: 23}","{(0, 1): 4, (0, 4): 1, (0, 6): 1, (0, 8): 1, (1, 4): 13, (1, 5): 11, (1, 6): 1, (1, 8): 5, (2, 3): 24, (2, 4): 1, (2, 5): 1, (2, 7): 1, (2, 8): 4, (3, 4): 1, (3, 5): 1, (3, 8): 1, (4, 7): 1, (4, 8): 1, (5, 6): 1, (5, 8): 1, (7, 8): 9}",1481.000000001842
15.0,Graph with 9 nodes and 21 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 1, 1, 1, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 1, 1, 1, 1, 1, 0, 1, 0]]",3.0,7.0,Y,"{0: 10, 1: 59, 2: 52, 3: 45, 4: 31, 5: 24, 6: 3, 7: 17, 8: 38}","{(0, 1): 7, (0, 4): 1, (0, 6): 1, (0, 8): 1, (1, 4): 22, (1, 5): 20, (1, 6): 1, (1, 8): 8, (2, 3): 42, (2, 4): 1, (2, 5): 1, (2, 7): 1, (2, 8): 7, (3, 4): 1, (3, 5): 1, (3, 8): 1, (4, 7): 1, (4, 8): 4, (5, 6): 1, (5, 8): 1, (7, 8): 15}",1557.9999999992822
16.0,Graph with 9 nodes and 17 edges,"[[0, 0, 1, 0, 0, 1, 1, 0, 0], [0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 1, 1, 0], [1, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1], [0, 1, 0, 0, 0, 0, 1, 1, 0]]",3.0,2.0,Y,"{0: 3, 1: 19, 2: 7, 3: 15, 4: 5, 5: 13, 6: 17, 7: 11, 8: 9}","{(0, 2): 1, (0, 5): 1, (0, 6): 1, (1, 2): 1, (1, 3): 3, (1, 4): 2, (1, 5): 1, (1, 6): 10, (1, 8): 1, (2, 3): 5, (3, 5): 6, (3, 6): 1, (4, 6): 2, (5, 6): 1, (5, 7): 4, (6, 8): 1, (7, 8): 7}",1414.0000000004704
16.0,Graph with 9 nodes and 17 edges,"[[0, 0, 1, 0, 0, 1, 1, 0, 0], [0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 1, 1, 0], [1, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1], [0, 1, 0, 0, 0, 0, 1, 1, 0]]",4.0,3.0,Y,"{0: 16, 1: 22, 2: 10, 3: 13, 4: 19, 5: 28, 6: 25, 7: 4, 8: 7}","{(0, 2): 1, (0, 5): 10, (0, 6): 5, (1, 2): 1, (1, 3): 1, (1, 4): 7, (1, 5): 11, (1, 6): 1, (1, 8): 1, (2, 3): 8, (3, 5): 3, (3, 6): 1, (4, 6): 12, (5, 6): 1, (5, 7): 3, (6, 8): 5, (7, 8): 1}",1348.0000000001269
19.0,Graph with 9 nodes and 17 edges,"[[0, 1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 0, 0, 1], [0, 1, 0, 0, 1, 1, 0, 1, 0]]",2.0,3.0,Y,"{0: 11, 1: 26, 2: 2, 3: 20, 4: 23, 5: 17, 6: 5, 7: 8, 8: 14}","{(0, 1): 4, (0, 3): 1, (0, 4): 1, (0, 6): 5, (1, 3): 3, (1, 4): 12, (1, 8): 7, (2, 3): 1, (2, 7): 1, (3, 5): 14, (3, 7): 1, (4, 5): 1, (4, 7): 4, (4, 8): 5, (5, 7): 1, (5, 8): 1, (7, 8): 1}",1416.0000000025263
19.0,Graph with 9 nodes and 17 edges,"[[0, 1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 0, 0, 1], [0, 1, 0, 0, 1, 1, 0, 1, 0]]",3.0,4.0,Y,"{0: 15, 1: 35, 2: 3, 3: 27, 4: 31, 5: 23, 6: 7, 7: 11, 8: 19}","{(0, 1): 1, (0, 3): 3, (0, 4): 4, (0, 6): 7, (1, 3): 1, (1, 4): 17, (1, 8): 15, (2, 3): 2, (2, 7): 1, (3, 5): 20, (3, 7): 1, (4, 5): 1, (4, 7): 7, (4, 8): 1, (5, 7): 1, (5, 8): 1, (7, 8): 1}",1682.999999999879
19.0,Graph with 9 nodes and 17 edges,"[[0, 1, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 0, 0, 1], [0, 1, 0, 0, 1, 1, 0, 1, 0]]",3.0,9.0,Y,"{0: 30, 1: 75, 2: 3, 3: 57, 4: 66, 5: 48, 6: 12, 7: 21, 8: 39}","{(0, 1): 1, (0, 3): 8, (0, 4): 9, (0, 6): 12, (1, 3): 1, (1, 4): 37, (1, 8): 35, (2, 3): 2, (2, 7): 1, (3, 5): 45, (3, 7): 1, (4, 5): 1, (4, 7): 17, (4, 8): 1, (5, 7): 1, (5, 8): 1, (7, 8): 1}",1614.0000000000043
20.0,Graph with 9 nodes and 15 edges,"[[0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 1, 0, 0]]",4.0,4.0,Y,"{0: 8, 1: 32, 2: 28, 3: 16, 4: 24, 5: 12, 6: 36, 7: 4, 8: 20}","{(0, 2): 5, (0, 3): 1, (0, 5): 1, (0, 7): 1, (1, 3): 15, (1, 4): 6, (1, 6): 10, (1, 7): 1, (2, 4): 5, (2, 5): 11, (2, 7): 1, (2, 8): 6, (4, 6): 12, (4, 7): 1, (6, 8): 14}",654.0000000008206
20.0,Graph with 9 nodes and 15 edges,"[[0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 1, 0, 0]]",4.0,9.0,Y,"{0: 4, 1: 76, 2: 67, 3: 58, 4: 40, 5: 31, 6: 22, 7: 49, 8: 13}","{(0, 2): 1, (0, 3): 1, (0, 5): 1, (0, 7): 1, (1, 3): 57, (1, 4): 1, (1, 6): 1, (1, 7): 17, (2, 4): 6, (2, 5): 30, (2, 7): 18, (2, 8): 12, (4, 6): 20, (4, 7): 13, (6, 8): 1}",1402.999999999821
21.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1, 0, 0, 1, 0]]",2.0,3.0,Y,"{0: 20, 1: 23, 2: 2, 3: 11, 4: 14, 5: 8, 6: 17, 7: 26, 8: 5}","{(0, 2): 1, (0, 5): 6, (0, 6): 1, (0, 7): 12, (1, 3): 1, (1, 6): 15, (1, 7): 7, (2, 5): 1, (3, 4): 7, (3, 6): 1, (3, 7): 1, (3, 8): 1, (4, 7): 4, (4, 8): 3, (5, 7): 1, (7, 8): 1}",1398.999999999262
21.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1, 0, 0, 1, 0]]",4.0,2.0,Y,"{0: 16, 1: 14, 2: 10, 3: 20, 4: 4, 5: 8, 6: 12, 7: 18, 8: 6}","{(0, 2): 4, (0, 5): 1, (0, 6): 1, (0, 7): 10, (1, 3): 9, (1, 6): 4, (1, 7): 1, (2, 5): 6, (3, 4): 1, (3, 6): 7, (3, 7): 1, (3, 8): 2, (4, 7): 2, (4, 8): 1, (5, 7): 1, (7, 8): 3}",1329.000000001912
21.0,Graph with 9 nodes and 16 edges,"[[0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1, 0, 0, 1, 0]]",4.0,8.0,Y,"{0: 52, 1: 44, 2: 28, 3: 68, 4: 4, 5: 20, 6: 36, 7: 60, 8: 12}","{(0, 2): 10, (0, 5): 1, (0, 6): 1, (0, 7): 40, (1, 3): 34, (1, 6): 4, (1, 7): 6, (2, 5): 18, (3, 4): 1, (3, 6): 31, (3, 7): 1, (3, 8): 1, (4, 7): 2, (4, 8): 1, (5, 7): 1, (7, 8): 10}",1336.0000000020023
22.0,Graph with 9 nodes and 18 edges,"[[0, 1, 0, 1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 1, 1, 0, 0], [0, 1, 1, 1, 1, 0, 1, 0, 0]]",2.0,4.0,Y,"{0: 10, 1: 14, 2: 18, 3: 22, 4: 2, 5: 26, 6: 30, 7: 34, 8: 6}","{(0, 1): 1, (0, 3): 1, (0, 7): 8, (1, 5): 11, (1, 8): 2, (2, 5): 7, (2, 7): 10, (2, 8): 1, (3, 5): 1, (3, 6): 18, (3, 7): 1, (3, 8): 1, (4, 6): 1, (4, 8): 1, (5, 6): 1, (5, 7): 6, (6, 7): 9, (6, 8): 1}",2168.0000000010577
23.0,Graph with 9 nodes and 11 edges,"[[0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0, 0, 0, 0]]",4.0,5.0,Y,"{0: 4, 1: 44, 2: 39, 3: 34, 4: 29, 5: 19, 6: 9, 7: 14, 8: 24}","{(0, 4): 3, (0, 5): 1, (1, 3): 33, (1, 4): 6, (1, 8): 5, (2, 6): 9, (2, 7): 13, (2, 8): 17, (3, 7): 1, (4, 5): 18, (4, 8): 2}",1488.9999999994075
24.0,Graph with 9 nodes and 20 edges,"[[0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 1, 1], [1, 0, 1, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 1, 1, 1, 0, 0]]",3.0,6.0,Y,"{0: 45, 1: 3, 2: 27, 3: 9, 4: 51, 5: 39, 6: 21, 7: 33, 8: 15}","{(0, 2): 1, (0, 3): 1, (0, 4): 40, (0, 7): 1, (0, 8): 1, (1, 2): 1, (1, 3): 1, (1, 6): 1, (2, 5): 9, (2, 6): 1, (2, 7): 14, (3, 5): 7, (4, 5): 8, (4, 6): 1, (4, 8): 1, (5, 6): 1, (5, 7): 1, (5, 8): 12, (6, 7): 16, (6, 8): 1}",1563.9999999983445
24.0,Graph with 9 nodes and 20 edges,"[[0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 1, 1], [1, 0, 1, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 1, 1, 1, 0, 0]]",4.0,3.0,Y,"{0: 28, 1: 10, 2: 22, 3: 13, 4: 7, 5: 25, 6: 19, 7: 4, 8: 16}","{(0, 2): 2, (0, 3): 11, (0, 4): 4, (0, 7): 1, (0, 8): 10, (1, 2): 1, (1, 3): 1, (1, 6): 8, (2, 5): 17, (2, 6): 1, (2, 7): 1, (3, 5): 1, (4, 5): 1, (4, 6): 1, (4, 8): 1, (5, 6): 4, (5, 7): 1, (5, 8): 1, (6, 7): 1, (6, 8): 4}",1349.99999999863
24.0,Graph with 9 nodes and 20 edges,"[[0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 1, 1], [1, 0, 1, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 1, 1, 1, 0, 0]]",4.0,7.0,Y,"{0: 60, 1: 18, 2: 46, 3: 25, 4: 11, 5: 53, 6: 39, 7: 4, 8: 32}","{(0, 2): 6, (0, 3): 23, (0, 4): 8, (0, 7): 1, (0, 8): 22, (1, 2): 1, (1, 3): 1, (1, 6): 16, (2, 5): 37, (2, 6): 1, (2, 7): 1, (3, 5): 1, (4, 5): 1, (4, 6): 1, (4, 8): 1, (5, 6): 12, (5, 7): 1, (5, 8): 1, (6, 7): 1, (6, 8): 8}",1640.0000000018622
25.0,Graph with 9 nodes and 14 edges,"[[0, 0, 0, 1, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 12, 1: 2, 2: 8, 3: 6, 4: 18, 5: 10, 6: 14, 7: 4, 8: 16}","{(0, 3): 1, (0, 5): 2, (0, 6): 9, (1, 4): 2, (2, 4): 4, (2, 5): 3, (2, 8): 1, (3, 5): 4, (3, 6): 1, (4, 6): 3, (4, 8): 9, (5, 8): 1, (6, 8): 1, (7, 8): 4}",1523.0000000023836
25.0,Graph with 9 nodes and 14 edges,"[[0, 0, 0, 1, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 14, 1: 2, 2: 8, 3: 11, 4: 20, 5: 23, 6: 17, 7: 5, 8: 26}","{(0, 3): 1, (0, 5): 12, (0, 6): 1, (1, 4): 2, (2, 4): 1, (2, 5): 6, (2, 8): 1, (3, 5): 4, (3, 6): 6, (4, 6): 4, (4, 8): 13, (5, 8): 1, (6, 8): 6, (7, 8): 5}",1583.000000000112
27.0,Graph with 9 nodes and 16 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1, 0], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0]]",3.0,6.0,Y,"{0: 3, 1: 9, 2: 51, 3: 45, 4: 39, 5: 21, 6: 33, 7: 27, 8: 15}","{(0, 3): 1, (0, 5): 1, (0, 8): 1, (1, 2): 1, (1, 3): 4, (1, 4): 1, (1, 7): 1, (1, 8): 1, (2, 4): 3, (2, 6): 33, (2, 7): 1, (2, 8): 13, (3, 4): 15, (3, 7): 24, (4, 5): 19, (5, 7): 1}",1433.9999999997133
